complex_id,index
M_h_c+M_his_DASH_L_c,2454
M_1tdecg3p_p+M_h2o_p,268
M_ala_DASH_L_p+M_atp_c+M_h2o_c,1121
M_akg_c+M_h_c+M_ichor_c,1073
M_atp_c+M_oaa_c,1463
M_adp_c+M_alaala_c+M_h_c+M_pi_c,861
M_adp_c+M_h_c+M_hhlipa_c,939
M_coa_c+M_dhna_c+M_h_c,1661
M_murein5p3p_p,2790
M_h2mb4p_c+M_h_c+M_nadh_c,2266
M_atp_c+M_h2o_c+M_lipa_c,1398
M_cobalt2_c+M_h_p,1680
M_lipa_p+M_pe161_p,2732
M_crn_DASH_D_c+M_crn_p,1701
M_2ombzl_c+2.0_M_adp_c+3.0_M_h_c+M_nadh_c+2.0_M_pi_c,447
M_dcmp_c+M_h_c+M_ppi_c,1768
M_8aonn_c+M_ACP_c+M_co2_c,677
M_cbp_c+M_oxam_c,1515
M_na1_c+M_pro_DASH_L_c,2797
M_gsn_c+M_pppi_c,2241
M_3htdcoa_c,540
M_3oocoa_c+M_h_c+M_nadh_c,577
M_LalaDgluMdapDala_p,726
M_ade_c+M_prpp_c,840
M_cytd_c+M_h_c,1739
M_ni2_c,2849
M_4mop_c+M_glu_DASH_L_c,628
M_2dmmql8_c+M_glx_c,393
M_zn2_e,3013
M_fadh2_c+M_nh4_c+M_pyr_c,1946
M_f6p_c+M_h2o_c,1913
M_cobalt2_c,1679
M_fe2_e,1957
M_arbtn_p+M_h_p,1249
M_3hpp_c+M_nadp_c,536
M_adn_c+M_pi_c,852
M_atp_c+M_pydx_c,1470
M_gam1p_c,2074
M_atp_c+M_h_c+M_pan4p_c,1454
M_g3pg_c+M_h_c+M_hdca_c,2051
M_h_c+M_zn2_p,2596
M_adp_c+M_h_c+M_s17bp_c,1023
M_hom_DASH_L_e,2673
M_mthgxl_c+M_pi_c,2784
M_h_c+M_nadph_c+M_t3c5ddeceACP_c,2530
M_ara5p_c+M_h2o_c+M_pep_c,1235
M_h2o_c+M_imp_c,2294
M_nad_c+M_tdeACP_c,2816
M_3ohcoa_c+M_coa_c,568
M_alaala_c+M_h2o_c,1125
M_cmp_c+M_h2o_c,1604
M_h2o_c+M_prbamp_c,2354
M_h_c+M_nadh_c+M_ribflv_c,2509
M_nad_c+M_rbflvrd_c,2815
M_cytd_p+M_h_p,1743
M_5dglcn_c+M_h_c+M_nadh_c,651
M_atp_c+M_skm_c,1479
M_pphn_c,2909
M_h2o_c+M_pmtcoa_c,2350
M_mql8_c+M_nadp_c,2778
M_h2o_p+M_pg180_p,2433
M_2dmmql8_c+M_co2_c+M_ppi_c,390
M_adp_c+M_h_c+M_pgp141_p+M_pi_c,996
M_csn_c+M_r5p_c,1708
M_duri_c+M_pi_c,1869
M_4abut_p,605
M_adp_c+M_gar_c+M_h_c+M_pi_c,920
M_eca3und_p+M_h_p+M_udcpdp_p,1881
M_amp_c+M_h_c+M_pmtcoa_c+M_ppi_c,1175
M_dhap_c+M_g3p_c,1810
M_fadh2_c+M_oc2coa_c,1947
M_h2o_c+M_td2coa_c,2370
M_h2o_c+M_pgp140_c,2342
M_grxrd_c+M_udp_c,2239
M_g3pe_c+M_h_c+M_ocdca_c,2037
M_h2o_c+M_pa120_c,2330
M_eca4und_p+M_h_p+M_udcpdp_p,1885
2.0_M_pg180_p,104
3.0_M_h_c+M_sheme_c,119
M_cdpdhdec9eg_c+M_ser_DASH_L_c,1535
M_ACP_c+M_lipa_c,704
M_ahdt_c+M_h2o_c,1061
M_anhgm_c+M_h_c,1221
M_ppi_c+M_seramp_c,2912
M_mlthf_c+M_nadp_c,2765
M_adp_c+M_enlipa_e+M_h_c+M_pi_c,903
M_h_p+M_pa160_p+M_pg160_p,2627
M_gua_e,2263
2.0_M_arbtn_DASH_fe3_c+M_fmnh2_c,19
M_gmp_c+M_h_c+M_ppi_c,2231
M_2agpg181_c+M_h2o_c,360
M_cit_e,1567
M_34hpp_c+M_co2_c+M_nadh_c,477
M_glcn_c+M_nadp_c,2111
M_5dglcn_p,654
M_2hdec9eg3p_c+M_h2o_c,414
M_adp_c+M_h_c+M_his_DASH_L_c+M_pi_c,940
M_h_e,2597
M_1agpg141_p+M_h_p+M_ttdcea_p,222
M_1tdecg3p_c+M_ACP_c,265
M_feenter_e,1981
2.0_M_cl_c+M_h_p,26
M_coa_c+M_suchms_c,1678
M_cmp_c+M_h_c+M_ppi_c,1615
M_adn_p+M_h_p,855
M_adp_c+M_h_c+M_pe141_p+M_pi_c,981
2.0_M_flxr_c+2.0_M_h_c+M_utp_c,54
M_h_c+M_nadh_c+M_tdec2eACP_c,2516
M_gtp_c+M_h2o_c+M_h_c,2253
M_ACP_c+M_actACP_c+M_co2_c,680
M_h_c+M_myrsACP_c+M_pi_c,2500
M_2tdec7eg3p_p,471
M_prlp_c,2921
M_adp_c+M_prpp_c,1032
M_LalaDgluMdap_e,736
M_adp_c+M_gthrd_p+M_h_c+M_pi_c,935
M_dcamp_c+M_gdp_c+2.0_M_h_c+M_pi_c,1764
M_amp_c+2.0_M_h_c+M_pep_c+M_pi_c,1153
M_ser_DASH_L_c+M_thf_c,2954
M_acACP_c+M_coa_c,749
M_3otdcoa_c+M_h_c+M_nadh_c,589
M_amp_c+M_bmoco_c+M_cu2_c,1159
M_atp_c+M_h2o_c+M_zn2_c,1447
M_hxan_c+M_r1p_c,2683
M_pi_c+M_thr_DASH_L_c,2899
M_amp_c+M_pe161_c+M_ppi_c,1196
M_h2o_c+M_thex2eACP_c,2376
M_h2o_p+M_pgp180_p,2440
M_h_c+M_lys_DASH_L_c,2478
M_coa_c+M_sl2a6o_c,1677
M_glyc3p_c+M_hdceap_c,2173
M_atp_c+M_ppa_c,1466
M_1odec11eg3p_c+M_octeACP_c,248
M_fru_c+M_pi_c,2013
M_pi_c+M_xtsn_c,2904
M_12dgr141_c,160
M_ACP_c+M_pa141_c,712
M_enter_p+M_h_p,1896
M_murein4px4p4p_p,2789
M_g3pe_c+M_h2o_c,2034
M_gdp_c+M_h_c+M_man_c,2081
M_amp_c+M_myrsACP_c+M_ppi_c,1186
M_asn_DASH_L_c+M_h_c,1263
M_asn_DASH_L_e,1264
M_ppi_c+M_thmmp_c,2913
M_amob_c,1150
M_trdrd_c+M_udp_c,2974
M_ACP_c+M_ocdcap_c,707
M_dad_DASH_5_c+M_h2o_c,1746
M_atp_c+M_fru_c,1359
M_adp_c+5.0_M_h_c+M_pi_c+M_sufbcd_DASH_2fe2s_c+M_sufse_c,858
M_adp_c+M_h_c+M_lipa_cold_p+M_pi_c,950
M_2agpg120_c+M_h2o_c,330
M_12dgr180_c+M_atp_c,177
M_amp_c+M_pe120_c+M_ppi_c,1192
M_h_c+M_oaa_c,2545
M_h_p,2598
M_h_p+M_tyr_DASH_L_p,2648
M_LalaDgluMdap_c+M_atp_c+M_uamr_c,734
M_dadp_c+M_grxox_c+M_h2o_c,1747
M_adp_c+M_ctp_c,884
M_akg_c+M_hisp_c,1075
M_ca2_p+M_na1_c,1504
M_26dap_DASH_LL_c,287
M_10fthf_c+M_adp_c+M_pi_c,144
M_3mop_c+M_glu_DASH_L_c,550
M_adp_c+M_dgtp_c,894
M_coa_c+M_malACP_c,1673
M_unagamuf_c,2995
M_adp_c+M_pi_c+M_succoa_c,1028
M_e4p_c+M_h2o_c+M_pep_c,1877
M_ACP_c+M_h_c+M_hdcea_c,695
M_pi_e,2905
M_co2_c+2.0_M_nh4_c+M_sucorn_c,1625
M_ca2_c+M_na1_p,1500
M_amet_c+M_nadph_c+M_tyr_DASH_L_c,1146
M_atp_c+M_r1p_c,1474
M_iscssh_c+M_moadamp_c+M_nadh_c,2708
M_asp_DASH_L_c+3.0_M_h_c,1271
M_2agpg161_p,351
M_man_c+M_pi_c,2750
M_12dgr160_p,168
M_xan_p,3008
M_coa_c+M_h_c+M_hdcea_c,1664
M_accoa_c+M_glx_c+M_h2o_c,790
M_orn_p,2864
M_cdpdtdec7eg_c+M_ser_DASH_L_c,1551
M_4hbz_c+M_pyr_c,626
M_adp_c+M_g6p_c+M_h_c,919
M_12dgr161_p,173
M_atp_c+M_h2o_c+M_pa180_c,1415
M_e4p_c+M_h2o_c+M_nad_c,1876
M_dhor_DASH_S_c+M_h2o_c,1822
M_camp_c+M_ppi_c,1506
M_h2o_c+M_pyam5p_c,2357
M_h_c+M_ppi_c+M_xmp_c,2563
M_akg_c+M_dtdp4addg_c,1070
M_h2o_p+M_pa120_p,2414
M_3ig3p_c+M_co2_c+M_h2o_c,543
M_adn_c+M_h2o_c,849
M_mincyc_e,2763
M_glx_c+M_succ_c,2151
M_feoxam_DASH_un_c+M_h_p,1984
M_ala_DASH_D_p+M_murein5p4p_p,1108
M_g3pg_c+M_h_c+M_ocdca_c,2053
M_hxan_c+M_rib_DASH_D_c,2684
M_na1_c+M_thr_DASH_L_c,2799
M_adp_c+M_gtspmd_c+M_h_c+M_pi_c,937
M_asp_DASH_L_c+M_h_c,1279
M_cdec3eACP_c,1523
M_ddcaACP_c+M_nadp_c,1782
M_paps_c+M_trdrd_c,2872
M_2ahbut_c+M_co2_c,363
M_4abut_c+M_glu_DASH_L_p,602
M_acald_c+M_h_c+M_nadh_c,775
M_glyclt_c+M_nad_c,2213
M_h_c+M_malACP_c+M_malcoame_c,2481
M_1odecg3p_c+M_ACP_c,251
M_cbm_c+M_h_c+M_poaac_c,1513
M_indole_e,2701
M_12dgr120_c+M_pi_c,152
M_g3pe_p+M_h2o_p,2043
M_adp_c+M_fe3_c+M_h_c+M_pi_c,909
M_acolipa_e+M_adp_c+M_h_c+M_pi_c,823
M_cmp_c+M_h_c+M_ps140_c,1617
M_glu_DASH_L_c+M_sucgsa_c,2139
M_amp_c+M_ppi_c,1207
M_2omhmbl_c,449
M_1agpe180_p+M_h2o_p,213
M_ac_c+M_cys_DASH_L_c+M_h_c,756
M_h_c+M_oaa_c+M_pi_c,2546
M_dctp_c+M_h2o_c,1770
M_adp_c+M_gdp_c,921
M_feoxam_DASH_un_p+M_h_p,1987
M_hxan_c+M_nh4_c,2681
M_amp_c+M_h_c+M_odecoa_c+M_ppi_c,1174
M_thymd_p,2973
M_ACP_c+M_accoa_c,679
M_urea_p,3001
M_h_p+M_indole_p,2604
M_arbtn_DASH_fe3_p+M_atp_c+M_h2o_c,1243
M_h2o_c+M_tre_c,2383
M_adp_c+M_dadp_c,889
M_atp_c+M_h_c+M_octa_c,1453
4.0_M_fe2_p+4.0_M_h_p+M_o2_p,127
M_h2o_c+M_pa181_c,2336
M_akg_c+M_asp_DASH_L_c,1067
M_h2o_c+M_pgp161_c,2345
M_kdo_c+M_pi_c,2716
M_3ocvac11eACP_c+M_ACP_c+M_co2_c,558
M_glcn_e,2112
M_co2_c+M_pe181_c,1649
M_g3pg_c+M_h_c+M_ttdcea_c,2056
M_clpn180_p+M_glyc_p,1588
M_h_c+2.0_M_pyr_c,2449
M_1agpg120_p+M_h2o_p,218
M_actACP_c+M_h_c+M_nadph_c,835
M_asp_DASH_L_c+M_mqn8_c,1280
M_adp_c+M_colipa_c+M_h_c,876
M_co2_c+M_nicrnt_c+M_ppi_c,1641
M_glyc3p_p,2189
M_2hdecg3p_c,417
M_ipdp_c,2707
M_adp_c+M_ctbt_c+M_h_c+M_pi_c,883
M_3hddecACP_c+M_nadp_c,512
M_gdp_c+M_ppi_c,2084
M_12ppd_DASH_R_p,190
M_dhnpt_c+M_pi_c,1820
M_na1_p+M_ser_DASH_L_p,2801
M_3ocmrs7eACP_c+M_ACP_c+M_co2_c,554
M_succ_e,2961
M_3hpp_e,537
M_clpn181_p+M_h2o_p,1591
M_but2eACP_c+M_h_c+M_nadph_c,1495
M_25aics_c+M_adp_c+M_h_c+M_pi_c,284
M_co2_c+M_nadph_c+M_ru5p_DASH_D_c,1639
M_h2o_c+M_nmn_c,2320
M_nadp_c+M_skm_c,2834
M_LalaDgluMdap_c+M_anhm_c,733
M_amp_c+M_ddcaACP_c+M_ppi_c,1162
M_rfamp_e,2944
M_accoa_c+M_amp_c+M_ppi_c,779
M_2mcit_c,426
M_glcn_p+M_h_p,2114
M_co2_p,1655
M_coa_c+2.0_M_flxso_c+M_pyr_c,1658
M_adp_c+M_h_c+M_pi_c+M_val_DASH_L_c,1016
M_amp_c+M_h_c+M_nad_c+M_ppi_c,1173
M_dgmp_c+M_h2o_c,1796
M_gthrd_p+M_h2o_p,2249
M_uagmda_c+M_ump_c,2989
M_gcald_c+M_h2o_c+M_nad_c,2078
M_ile_DASH_L_p,2696
M_colipa_p+M_uLa4n_p,1686
M_gmhep7p_c,2226
M_gthox_c+M_h_c+M_nadph_c,2243
M_atp_c+M_ribflv_c,1477
M_adp_c+M_h_c+M_mobd_c+M_pi_c,958
M_mql8_c+M_oaa_c,2779
3.0_M_23dhbzs_c+M_fe3_c+3.0_M_h_c,110
M_atp_c+M_coa_c+M_ddca_p+M_h_p,1306
2.0_M_fe2_c+2.0_M_fe3hox_DASH_un_c+2.0_M_h_c+M_ribflv_c,40
M_mqn8_c+M_succ_c,2782
M_mdhdhf_c,2751
M_ala_DASH_D_e,1099
M_dhap_c+M_mql8_c,1813
M_h2o_c+M_methf_c,2308
M_h_c+M_nadh_c+M_toct2eACP_c,2519
M_gam6p_c+M_h2o_c,2077
M_gicolipa_c+M_udpg_c,2098
M_h_p+M_his_DASH_L_p,2599
M_hmbil_c,2669
M_2ommbl_c+M_ahcys_c+M_h_c,454
M_glyclt_c+M_h_c,2210
M_25aics_c,283
M_cmp_c+M_h_c+M_ps161_c,1620
M_amp_c+M_ppi_c+M_sbzcoa_c,1208
M_dgsn_c+M_pppi_c,1799
M_2agpe141_c,303
M_glyc_DASH_R_p,2202
M_adp_c+M_h_c+M_pep_c,986
M_fe3hox_p+M_h_c,1972
M_ctbt_c+M_h_c,1710
M_fadh2_c+M_td2coa_c,1949
M_akg_c+M_sl26da_c,1082
M_fad_c+M_pro_DASH_L_c,1929
M_fum_c+M_nh4_c,2016
M_asp_DASH_L_c+M_q8_c,1283
M_h2o_c+M_phom_c,2348
M_nad_c+M_pi_c,2810
M_10fthf_c+M_h_c,148
M_6hmhpt_c+M_gcald_c,669
M_glyc3p_c+M_glyc_c+M_h_c,2170
M_adp_c+M_h_c+M_malcoa_c+M_pi_c,955
M_ca2_c+M_h_p,1499
M_glyc3p_p+M_h_p+M_ttdcea_p,2196
M_h_c+M_phe_DASH_L_c,2553
2.0_M_h_c+M_mql8_c+0.5_M_o2_c,78
M_g3p_c,2027
M_h_p+M_pa140_p+M_pg140_p,2625
M_akg_c+M_leu_DASH_L_c,1077
3.0_M_fum_c+M_pppg9_c,111
M_fe2_c+M_h_c,1953
M_g3pe_p+M_h_p+M_ocdca_p,2046
M_g6p_c+M_pyr_c,2070
M_glu_DASH_L_c+M_imacp_c,2129
M_h_c+M_lys_DASH_L_p,2479
M_fusa_e,2018
M_fprica_c+M_thf_c,2007
M_g1p_c,2022
M_2dmmq8_c+M_succ_c,387
M_atp_c+M_h2o_c+M_met_DASH_L_c,1403
M_adp_c+M_gmhep17bp_c+M_h_c,931
M_cm_p,1594
M_fadh2_c+M_nadp_c,1945
M_akg_c+M_ile_DASH_L_c,1076
M_12dgr181_c+M_pi_c,183
M_atp_c+M_cmp_c,1303
M_5mthf_c+M_hcys_DASH_L_c,661
4.0_M_fe3_p+2.0_M_h2o_p,128
M_akg_c+M_tyr_DASH_L_c,1084
M_dcyt_c+M_h2o_c+M_h_c,1772
M_etha_c+M_glyc3p_c+M_h_c,1900
M_ppi_c+M_pran_c,2910
M_ACP_c+M_h_c+M_hdca_c,694
M_cpgn_DASH_un_p+M_h_p,1694
M_h2o_p+M_pa141_p,2416
M_adp_c+M_h_c+M_r5p_c,1022
M_2sephchc_c,465
M_accoa_c+M_tdcoa_c,801
M_g3pg_p+M_h_p+M_ocdca_p,2062
M_h_c+M_nadph_c+M_trdox_c,2540
M_eca4colipa_e,1883
M_fusa_e+M_h_c,2019
2.0_M_flxso_c+M_h2mb4p_c+M_h2o_c,57
M_h_c+M_tre6p_c+M_udp_c,2585
M_idon_DASH_L_c+M_nadp_c,2692
M_atp_c+M_colipa_p+M_h2o_c,1319
M_nad_c+M_q8h2_c,2813
M_co2_c+M_pe141_c,1645
M_h2o_p+M_pe120_p,2421
M_h_c+M_ura_c,2591
M_h_c+M_nadh_c+M_pyr_c,2507
M_adp_c+M_h_c+M_pg161_p+M_pi_c,991
M_histd_c+M_pi_c,2668
M_doxrbcn_p+M_h_p,1844
M_fecrm_e,1977
M_coa_c+M_h_c+M_ttdcea_c,1672
M_adp_c+M_g3pg_c+M_h_c+M_pi_c,918
M_adp_c+M_fe3hox_c+M_h_c+M_pi_c,910
M_fe2_p+M_h_c,1959
M_lipa_e,2731
M_asp_DASH_L_p+2.0_M_h_p,1286
M_cys_DASH_L_p,1733
M_g3pg_e,2057
M_ACP_c+M_atp_c+M_ttdca_c,688
M_damp_c+M_h2o_c,1749
M_cmp_c+2.0_M_h_c+M_pa120_c,1596
M_h_p+M_pa120_p+M_pg120_p,2624
M_5aizc_c+M_asp_DASH_L_c+M_atp_c,642
M_h_p+M_lac_DASH_L_p,2609
M_asp_DASH_L_p,1285
M_arab_DASH_L_p+M_h_c,1239
M_unagamuf_p,2996
M_amp_c+M_h_c+M_hdcoa_c+M_ppi_c,1171
M_12dgr120_p,153
M_4abut_c+M_akg_c,599
M_3hcpalm9eACP_c+M_nadp_c,504
M_glu_DASH_L_c+M_h2o_c+M_nadp_c,2126
M_bmoco_c+M_gtp_c+M_h_c,1490
2.0_M_fe2_c+2.0_M_fe3hox_DASH_un_c+M_fmn_c+2.0_M_h_c,41
M_acgam_c+M_anhm_c,816
M_2agpg141_c+M_atp_c+M_ttdcea_c,339
M_alaala_p+M_murein5p3p_p,1131
M_lac_DASH_D_e,2719
M_quin_c,2936
2.0_M_arbtn_c+2.0_M_fe2_c+2.0_M_h_c+M_ribflv_c,21
M_gthrd_c+M_spmd_c,2246
M_dmpp_c+M_ipdp_c,1839
M_dcaACP_c+M_h_c+M_malACP_c,1758
M_lac_DASH_D_c+M_nad_c,2717
M_1agpg161_p+M_h_p+M_hdcea_p,226
M_5caiz_c+M_adp_c+M_h_c+M_pi_c,649
M_acg5sa_c+M_nadp_c+M_pi_c,808
M_h_c+M_orn_c,2550
M_adp_c+M_pppi_c,1031
M_cpgn_DASH_un_e+M_fe3_e,1691
M_1pyr5c_c+2.0_M_h_c+M_nadph_c,257
M_dtdp4d6dg_c+M_glu_DASH_L_c,1849
M_ala_DASH_L_c+M_na1_c,1115
M_grdp_c+M_ipdp_c,2233
M_ura_e,2997
M_alltn_p+M_h_p,1140
M_h2o_c+M_tdcoa_c,2371
M_acACP_c+M_h_c+M_malACP_c,750
M_acald_c+M_g3p_c,771
M_adp_c+M_dump_c+M_h_c,900
M_fadh2_c+2.0_M_fe2_c+2.0_M_iscssh_c+M_iscu_c,1934
M_atp_c+M_dcdp_c,1331
M_ctp_c+M_h_c+M_moco_c,1714
M_mobd_e,2771
M_2agpg140_p,336
M_amp_c+M_pg120_c+M_ppi_c,1199
M_cdpdddecg_c+M_ppi_c,1530
M_h_c+M_leu_DASH_L_c,2476
M_gmhep17bp_c+M_h2o_c,2224
M_ACP_c+M_malcoa_c,706
M_ala_DASH_D_p+M_murein4p4p_p,1105
M_h_p+M_thr_DASH_L_c,2642
2.0_M_pg120_p,99
M_atp_c+M_cd2_c+M_h2o_c,1300
M_murein5p4p_p,2791
M_h2s_c+2.0_M_o2_c,2444
M_ACP_c+M_dca_c+M_h_c,691
M_3hhexACP_c,519
2.0_M_arbtn_c+2.0_M_fe2_c+M_fmn_c+2.0_M_h_c,22
M_pro_DASH_L_p,2923
2.0_M_co2_c+2.0_M_dad_DASH_5_c+2.0_M_met_DASH_L_c+M_pppg9_c,28
M_db4p_c+M_for_c+M_h_c,1754
M_cpgn_DASH_un_c+M_h_p,1690
M_atp_c+M_coa_c+M_succ_c,1316
M_atp_c+M_h2o_c+M_pgp161_c,1435
M_co2_c+M_pyr_c,1652
M_h2o_c,2274
M_2tdecg3p_c,473
M_rfamp_p,2945
M_3mob_c+M_glu_DASH_L_c,547
M_adp_c+M_h_c+M_pa181_p+M_pi_c,976
M_ddca_p+M_g3pe_p+M_h_p,1787
M_23dhmb_c+M_nadp_c,280
M_ade_c+M_h2o_c+M_h_c,838
M_crn_DASH_D_p+M_h_p,1704
M_o2_p,2857
M_ac_c+2.0_M_h_c+M_nadh_c,751
M_gmeACP_c+M_h_c+M_malACP_c,2222
M_cit_c+M_h_p,1565
M_h_p+M_so4_p,2639
M_ACP_c+M_pa161_c,714
M_h2o_p+M_pe160_p,2424
M_grxox_c+2.0_M_h_c+M_pap_c+M_so3_c,2236
2.0_M_dmlz_c,36
M_hpyr_c,2677
M_h_c+M_orot5p_c,2551
M_ppp9_c+3.0_M_succ_c,2918
M_4c2me_c+M_ppi_c,618
M_adn_c+M_h2o_c+M_h_c,850
M_co2_c+M_pe180_c,1648
M_ala_DASH_L_c+M_atp_c+M_uamr_c,1111
M_h_c+M_nadh_c+M_t3c11vaceACP_c,2511
M_1agpe181_p+M_h_p+M_ocdcea_p,216
3.0_M_h_c+2.0_M_nadh_c+M_udpglcur_c,116
M_h_c+M_mal_DASH_L_p,2486
M_imp_c+M_ppi_c,2698
M_atp_c+M_h2o_c+M_ni2_p,1408
M_enlipa_e,1889
M_2agpe161_c+M_h2o_c,315
M_acald_c+M_h2o_c+M_nadp_c,774
M_atp_c+M_feenter_p+M_h2o_c,1352
M_h_c+M_lac_DASH_L_c,2471
M_ala_DASH_L_c+M_iscssh_c,1114
M_h_c+M_idp_c+M_pi_c,2463
M_amp_c+M_ddcacoa_c+M_h_c+M_ppi_c,1163
M_anhgm3p_p+M_anhgm4p_p,1212
M_adphep_DASH_LD_c+M_gggagicolipa_c,1042
M_glyc_e,2207
M_12ppd_DASH_R_e,189
M_adp_c+M_arg_DASH_L_c+M_h_c+M_pi_c,865
M_atp_c+M_hhlipa_c,1456
M_ura_p,2998
M_2tdecg3p_c+M_h2o_c,474
M_fe3_p,1965
M_LalaDgluMdap_c+M_h2o_c,735
M_4pasp_c+M_h_c+M_nadph_c,631
M_fe2_p,1958
M_g3pg_c+M_h_c+M_hdcea_c,2052
M_anth_c+M_glu_DASH_L_c+M_h_c+M_pyr_c,1228
M_4abutn_c+M_h2o_c+M_nad_c,609
M_2ippm_c+M_h2o_c,421
M_pi_c+M_tre_c,2901
M_3odcoa_c+M_h_c+M_nadh_c,561
M_2aobut_c+M_h_c,367
M_dhptd_c+M_hcys_DASH_L_c,1829
M_adp_c+M_h_c+M_pe180_p+M_pi_c,984
M_1pyr5c_c+2.0_M_h2o_c+M_nad_c,256
M_12dgr180_c,176
M_adp_c+M_h_c+M_pgp161_p+M_pi_c,998
M_itp_c+M_nh4_c,2709
M_crn_DASH_D_c+M_h_c,1702
M_ACP_c+M_octapb_c,709
M_fprica_c,2006
M_eca4colipa_p+M_h_p+M_udcpdp_p,1884
M_2dr1p_c+M_ade_c,397
M_cddec5eACP_c+M_h_c+M_malACP_c,1520
M_gtp_c+3.0_M_h2o_c,2251
M_akg_c+M_sucorn_c,1083
M_fe3_e,1961
M_adp_c+M_dtdp_c,897
M_adp_c+M_h_c+M_pg181_p+M_pi_c,993
M_34hpp_c+M_glu_DASH_L_c,478
M_h_c+M_nadph_c+M_thex2eACP_c,2535
M_cpgn_e,1695
M_adp_c+M_h_c+M_pa161_c,971
M_2dhp_c+M_h_c+M_nadph_c,380
M_2fe2s_c+2.0_M_dad_DASH_5_c+2.0_M_fe2_c+M_lipopb_c+2.0_M_met_DASH_L_c+M_nadh_c,406
M_glu_DASH_L_p+M_na1_p,2145
M_accoa_c+M_dtdp4addg_c,786
M_colipa_e,1684
M_dtmp_c+M_h2o_c,1859
2.0_M_unagamuf_p,107
M_nh4_p,2848
M_pi_c+M_ppcoa_c,2893
2.0_M_flxr_c+M_h_c+M_nadp_c,56
M_hxan_c,2680
M_feoxam_e+M_h_p,1989
M_10fthf_c+M_gar_c,146
M_3hdecACP_c,513
M_hom_DASH_L_c+M_succoa_c,2672
M_g3pg_p+M_h_p+M_hdcea_p,2061
M_octdp_c+5.0_M_ppi_c,2859
M_h2o_c+M_met_DASH_L_c+M_trdox_c,2307
M_cdp_c+M_h_c+M_pi_c,1526
M_mql8_c+M_orot_c,2780
2.0_M_fe3hox_c+M_rbflvrd_c,47
M_nadp_c+M_ser_DASH_D_c,2832
M_adp_c+M_glycogen_c+M_h_c,930
M_asn_DASH_L_p,1265
M_thym_e,2970
M_5dglcn_p+M_h_p,655
M_23dhmp_c+M_nadp_c,282
M_g3pg_c+M_h_c+M_ocdcea_c,2054
M_cd2_c+M_h_p,1517
M_h_p+M_k_p,2607
M_cl_e,1576
M_amp_c+M_h_c+M_ppi_c+M_tdcoa_c,1180
M_gthox_c+2.0_M_h2o_c,2242
M_adn_e,853
M_g6p_c+M_udpg_c,2071
M_2fe2s_c+M_sufbcd_c,409
M_ala_DASH_B_c+M_atp_c+M_pant_DASH_R_c,1090
M_h2o_c+M_pa160_c,2333
M_1tdecg3p_c+M_h_c+M_pi_c,266
M_g3p_c+M_s7p_c,2033
M_ACP_c+M_h_c+M_ttdcea_c,698
M_atp_c+M_coa_c+M_ppa_c,1314
M_co2_c+2.0_M_h2o_c+M_h_c+M_nadh_c+M_pdx5p_c+M_pi_c,1624
M_pg141_p+M_pi_p,2880
M_od2coa_c,2860
M_rib_DASH_D_c+M_xan_c,2948
M_2agpe120_c+M_atp_c+M_ddca_c,294
M_cdpdodec11eg_c+M_glyc3p_c,1540
2.0_M_h2o_c+M_o2_c+M_urate_c,66
M_fad_c+M_pmtcoa_c,1927
M_amp_c+M_dcaACP_c+M_ppi_c,1161
M_h_c+M_hco3_c,2450
M_atp_c+M_gmhep1p_c+M_h_c,1380
M_crn_p+M_h_p,1706
M_ala_DASH_D_c+M_fad_c+M_h2o_c,1095
M_cmp_c+M_h_c+M_pgp180_c,1613
M_akg_c+M_co2_c+M_nadph_c,1068
M_h2o_c+M_oc2coa_c,2323
M_acser_c,829
M_cbasp_c+M_h_c+M_pi_c,1508
M_g3pe_p,2042
M_fecrm_DASH_un_p+M_h_c,1975
M_nad_c+M_octeACP_c,2807
M_h_c+M_nadh_c+M_oxur_c,2505
M_ser_DASH_L_p,2956
M_coa_c+M_h_c+M_mal_DASH_L_c,1666
2.0_M_h_c+M_lac_DASH_L_c+M_nadh_c,72
M_nadp_c+M_trdrd_c,2838
M_nad_c+M_pphn_c,2811
M_12dgr160_p+M_pi_p,169
M_2mecdp_c+2.0_M_flxr_c+M_h_c,430
M_ppi_c+M_prbatp_c,2911
M_ade_c+M_rhcys_c,843
M_2dmmql8_c+M_fum_c,392
M_2agpg160_p+M_h_p+M_hdca_p,347
M_cd2_p,1518
M_h2o_c+M_tdeACP_c,2373
M_dtdp4d6dg_c,1848
M_lipa_cold_e,2730
M_3ig3p_c,542
2.0_M_feoxam_c+M_rbflvrd_c,53
3.0_M_h_c+M_succ_c,120
M_adp_c+M_h_c+M_pgp140_p+M_pi_c,995
M_acser_c+M_coa_c,830
M_grxox_c+2.0_M_gthrd_c,2235
M_fadh2_c+2.0_M_h_c+M_sufbcd_DASH_2fe2s2_c,1941
M_h2o_c+M_xtp_c,2398
M_2ohph_c+M_amet_c,445
M_acetol_c+M_nadp_c,803
M_2agpe161_p+M_h_p+M_hdcea_p,317
M_3hddcoa_c+M_nad_c,510
M_atp_c+M_h2o_c+M_thr_DASH_L_p,1445
M_camp_c+M_h2o_c,1505
M_cm_p+M_h_p,1595
M_so4_e,2957
M_atp_c+M_gtp_c,1387
M_cm_e,1592
M_h2o_c+M_ppgpp_c,2351
