 Count  Overhead File                    Line Function
    31         0 …\compiler\ssair\ir.jl   496 getindex
    31         0 @Base\expr.jl             71 copy_exprargs
    31         0 …ler\ssair\irinterp.jl   141 reprocess_instruction!(interp::Co…
    31         0 …rc\constraint_tree.jl   266 +
    31         0 …rc\constraint_tree.jl   140 increase_variable_indexes
    31        17 …rc\constraint_tree.jl   240 renumber_variables
    31         0 …\builders\unsigned.jl    43 unsigned_positive_contribution_va…
    32        32 @Base\essentials.jl        ? streaming_correlation_filter(mode…
    32        24 …intTrees\src\value.jl    75 preduce(op::typeof(+), xs::Base.G…
    32        30 @COCOA\src\COCOA.jl     1862 process_concordance_batch(constra…
    33        33 …S\src\gen\libhighs.jl   961 Highs_getBasis
    33         0 …\compiler\ssair\ir.jl  1357 process_node!(compact::Core.Compi…
    33        27 …piler\ssair\passes.jl   355 already_inserted_ssa
    33         0 …ibuted\src\cluster.jl   955 procs(pid::Int64)
    33         0 @Base\array.jl           788 collect
    34         0 …HS\src\MOI_wrapper.jl  2090 _store_solution(model::HiGHS.Opti…
    34        34 @Base\dict.jl            249 ht_keyindex(h::Dict{Tuple{Symbol,…
    34        23 …eArrays\src\linalg.jl    91 _spmatmul!(C::Vector{Float64}, A:…
    34         0 …eArrays\src\linalg.jl    90 _spmatmul!(C::Vector{Float64}, A:…
    34         0 …ebra\src\transpose.jl   123 transposeblock!(f::typeof(adjoint…
    34         0 …rc\analysis\sample.jl    60 update_range
    34         0 …\compiler\ssair\ir.jl  1974 finish
    34        28 …\compiler\ssair\ir.jl  1952 simple_dce!(callback::Function, c…
    34        24 @Base\array.jl           856 collect_to!(dest::Vector{Tuple{In…
    34         0 …\compiler\ssair\ir.jl   400 construct_domtree
    34         0 …\compiler\ssair\ir.jl   401 construct_domtree
    35        35 @Base\essentials.jl      796 ifelse
    35         0 @Base\hashing.jl          47 hash_64_64
    35        11 …ebra\src\transpose.jl   124 transposeblock!(f::typeof(adjoint…
    35         0 …\compiler\ssair\ir.jl  1945 simple_dce!
    36         0 …s\src\ordered_dict.jl   181 rehash!(h::OrderedCollections.Ord…
    36         0 @Base\array.jl           676 _array_for(::Type{Float64}, ::Bas…
    36         0 …rc\analysis\sample.jl   111 sample_chain_achr(sample_c::Matri…
    36         0 …piler\ssair\legacy.jl    14 inflate_ir!
    36         0 …er\inferenceresult.jl    27 matching_cache_argtypes(𝕃::Core.C…
    36         0 …er\inferenceresult.jl   115 most_general_argtypes
    36         0 …ler\inferencestate.jl   500 Core.Compiler.InferenceState(resu…
    37         0 @Base\dict.jl            356 setindex!(h::Dict{Int64, Int64}, …
    37         0 @COCOA\src\COCOA.jl     1733 process_in_stages(model::Abstract…
    37        32 @COCOA\src\COCOA.jl     1503 streaming_correlation_filter(mode…
    37        37 …s\bridge_optimizer.jl  1315 get(b::MathOptInterface.Bridges.L…
    37         0 …mpiler\methodtable.jl   103 findall(sig::Type, table::Core.Co…
    37         0 …piler\ssair\passes.jl  1417 sroa_pass!(ir::Core.Compiler.IRCo…
    37         0 @Base\array.jl           811 _collect(c::Vector{Any}, itr::Bas…
    37        34 …\builders\unsigned.jl   142 (::COBREXA.var"#192#193")(p::Cons…
    38         0 @Base\array.jl          1499 sizehint!(a::Vector{MathOptInterf…
    38         1 @Base\condition.jl       130 wait(c::Base.GenericCondition{Ree…
    38        23 …rc\analysis\sample.jl    58 update_range
    38         0 @Base\broadcast.jl       223 similar
    38         0 @Base\broadcast.jl       224 similar
    39         3 …ies\copy\index_map.jl    64 getindex
    39         0 @Base\dict.jl            158 rehash!(h::Dict{Int64, Int64}, ne…
    39        10 …aintTrees\src\tree.jl    58 iterate(x::ConstraintTrees.Constr…
    39         0 …rc\analysis\sample.jl    72 sample_chain_achr(sample_c::Matri…
    39         0 …ler\ssair\irinterp.jl   326 (::Core.Compiler.var"#570#573"{No…
    39         0 …piler\ssair\passes.jl   760 perform_lifting!
    39         0 …iler\ssair\domtree.jl   252 update_domtree!
    40        21 @Base\broadcast.jl      1073 restart_copyto_nonleaf!(newdest::…
    40        34 @COCOA\src\COCOA.jl     1781 process_in_stages(model::Abstract…
    40         0 …s\src\SharedArrays.jl   651 shm_mmap_array(T::Type, dims::Tup…
    40        40 …s\src\SharedArrays.jl   672 _shm_mmap_array(T::Type, dims::Tu…
    40         0 @COCOA\src\COCOA.jl      813 extract_complexes_and_incidence(m…
    40         0 …s\src\sparsematrix.jl  1328 sparse
    40        40 …s\src\sparsematrix.jl  1093 sparse(I::Vector{Int64}, J::Vecto…
    41         0 @Base\dict.jl            476 getindex(h::Dict{Int32, Tuple{Mat…
    41         0 …rc\analysis\sample.jl    92 sample_chain_achr(sample_c::Matri…
    41         0 @Base\abstractarray.jl  1413 setindex!
    41         0 …e\multidimensional.jl   979 _unsafe_setindex!(::IndexLinear, …
    41         0 none                       ? #129
    41        39 …rc\constraint_tree.jl   225 renumber_variables(x::ConstraintT…
    41         0 …piler\ssair\passes.jl   190 collect_leaves
    42        42 @Base\int.jl              86 -
    42        42 @Base\essentials.jl        ? preduce(op::typeof(+), xs::Base.G…
    42         0 …compiler\utilities.jl   212 specialize_method
    42         0 …\compiler\ssair\ir.jl   571 _advance(stmt::Any, op::Int64)
    42         0 …piler\ssair\passes.jl  1404 sroa_pass!(ir::Core.Compiler.IRCo…
    43         0 @COBREXA\src\solver.jl   140 optimization_model(cs::Constraint…
    43        10 …4\src\GLib\signals.jl   363 uv_dispatch(src::Ptr{Nothing}, ca…
    43         0 …rc\analysis\sample.jl    78 sample_chain_achr(sample_c::Matri…
    43         0 …e\multidimensional.jl   967 _setindex!
    43         0 …\compiler\ssair\ir.jl  1063 setindex!
    44         0 @Base\channels.jl        510 take_unbuffered(c::Channel{Any})
    44        44 …s\src\ordered_dict.jl   166 rehash!(h::OrderedCollections.Ord…
    44         0 @Base\abstractarray.jl  1312 getindex
    44         0 @COCOA\src\COCOA.jl      927 concordance_constraints(model::Ab…
    44         0 …ler\ssair\irinterp.jl   294 _ir_abstract_constant_propagation…
    44         0 …piler\ssair\passes.jl  2057 adce_pass!(ir::Core.Compiler.IRCo…
    44        38 …ibuted\src\cluster.jl   957 procs(pid::Int64)
    44         0 …aintTrees\src\tree.jl   331 (::ConstraintTrees.var"#go#91"{Co…
    45         0 @Base\condition.jl       125 wait
    45         1 …HS\src\MOI_wrapper.jl   788 _info
    45        45 @Base\essentials.jl      923 setindex!
    45         0 …e\multidimensional.jl   915 _getindex
    45         0 …\compiler\ssair\ir.jl   654 CFGTransformState!(blocks::Vector…
    46         3 @Base\dict.jl            246 ht_keyindex
    46         0 …ler\ssair\irinterp.jl   440 ir_abstract_constant_propagation(…
    46         0 …ler\ssair\irinterp.jl   280 _ir_abstract_constant_propagation…
    46        44 @Printf\src\Printf.jl    944 format(::Printf.Format{Base.CodeU…
    47         0 …HS\src\MOI_wrapper.jl   800 column
    47         2 …HS\src\MOI_wrapper.jl  2284 get
    47         0 @Base\dict.jl            337 _setindex!
    47         1 @Base\generator.jl        48 iterate(g::Base.Generator{Constra…
    47         0 none                       ? (::ConstraintTrees.var"#129#130"{…
    47         0 …ractinterpretation.jl  1216 semi_concrete_eval_call(interp::C…
    48         0 @COCOA\src\COCOA.jl      706 extract_complexes_and_incidence
    48         0 …piler\ssair\passes.jl  1469 sroa_pass!(ir::Core.Compiler.IRCo…
    48         0 …ractinterpretation.jl  1219 semi_concrete_eval_call(interp::C…
    48         0 …ractinterpretation.jl  2199 abstract_call_known(interp::Core.…
    49         0 @Base\channels.jl        487 take!
    49         2 @Base\array.jl          2879 filter(f::MathOptInterface.Utilit…
    49         0 @COCOA\src\COCOA.jl     1564 streaming_correlation_filter(mode…
    49        49 @Base\reduce.jl         1314 _all
    49         0 …rc\constraint_tree.jl   223 renumber_variables(x::ConstraintT…
    49         0 …aintTrees\src\tree.jl    35 ConstraintTrees.ConstraintTree(x:…
    49         0 …es\src\sorted_dict.jl   119 (DataStructures.SortedDict{Symbol…
    49        18 @Base\broadcast.jl      1089 copyto_nonleaf!(dest::Vector{Vect…
    50         0 …macros\@constraint.jl   171 macro expansion
    50        11 @Base\array.jl           796 collect(itr::Base.Generator{JuMP.…
    50         5 @Base\boot.jl            601 Vector{Any}()
    50         0 @Base\abstractarray.jl   824 similar
    50        10 …se\compiler\tfuncs.jl  2744 builtin_tfunction(interp::Core.Co…
    51         0 @Base\cartesian.jl        64 macro expansion
    51        17 @COCOA\src\COCOA.jl     1980 concordance_analysis(model::Abstr…
    51         0 …rc\constraint_tree.jl   312 variables_for
    51         0 …rc\constraint_tree.jl   313 variables_for
    54         0 @Base\array.jl           849 collect_to!
    54         0 @Base\array.jl          2875 filter(f::MathOptInterface.Utilit…
    54         0 @JuMP\src\objective.jl   345 set_objective
    54         0 @Base\boot.jl            599 Array
    54        48 …se\logging\logging.jl   384 macro expansion
    55         0 @Base\reduce.jl         1310 _all
    55        55 …HS\src\MOI_wrapper.jl  2176 #39
    55         0 @COCOA\src\COCOA.jl     1351 test_concordance_optimized(model:…
    55         0 …iler\ssair\domtree.jl   260 update_domtree!
    55        30 @Printf\src\Printf.jl    836 format(::Vector{UInt8}, ::Int64, …
    55         0 @COCOA\src\COCOA.jl      389 COCOA.SharedConcordanceTracker(co…
    55         0 …s\src\SharedArrays.jl   169 SharedArray
    55         0 …s\src\SharedArrays.jl   169 #_#14
    56         0 @Base\bitarray.jl        676 unsafe_bitgetindex
    57         8 @Base\channels.jl        629 iterate(c::Channel{Any}, state::N…
    57         0 …src\Utilities\copy.jl   180 _copy_constraints(dest::HiGHS.Opt…
    57         0 @Base\baseext.jl          36 Array
    57         0 @Base\int.jl             518 ==
    57        57 …compiler\typeinfer.jl   645 store_backedges(caller::Core.Meth…
    57         0 …ractinterpretation.jl  3425 typeinf_nocycle(interp::Core.Comp…
    57        10 none                       ? (::ConstraintTrees.var"#90#92"{Co…
    58        20 …rc\constraint_tree.jl   202 prune_variables(x::ConstraintTree…
    58         0 …ler\ssair\irinterp.jl   248 scan!(callback::Core.Compiler.Sca…
    59         0 …intTrees\src\value.jl    89 preduce(op::typeof(+), xs::Base.G…
    60         0 …rc\analysis\sample.jl    42 sample_chain_achr(sample_c::Matri…
    60         0 …\compiler\ssair\ir.jl  2003 compact!(code::Core.Compiler.IRCo…
    60         0 …ractinterpretation.jl  1820 abstract_call_builtin(interp::Cor…
    60        13 …s\src\SharedArrays.jl   118 SharedArrays.SharedMatrix{Bool}(d…
    61         3 @Base\dict.jl            363 setindex!(h::Dict{MathOptInterfac…
    62         0 …XA\src\worker_data.jl    59 get_worker_local_data(x::COBREXA.…
    62         0 …rc\analysis\screen.jl    63 (::COBREXA.var"#39#41"{Nothing, M…
    62         0 @COBREXA\src\solver.jl   129 optimization_model
    62        49 @COCOA\src\COCOA.jl     2096 concordance_analysis(model::Abstr…
    63         0 @Base\asyncmap.jl        229 (::Base.var"#1176#1177"{Base.var"…
    63         0 …HS\src\MOI_wrapper.jl  1085 set(model::HiGHS.Optimizer, ::Mat…
    63         0 …ebra\src\transpose.jl   134 transposeblock!(f::typeof(adjoint…
    64         0 @Base\set.jl              92 in
    64         1 @Base\channels.jl        413 put_unbuffered(c::Channel{Any}, v…
    64         0 …\compiler\ssair\ir.jl  1427 process_node!(compact::Core.Compi…
    64         1 …ractinterpretation.jl  2114 abstract_call_known(interp::Core.…
    65         0 …s\src\ordered_dict.jl   270 ht_keyindex2(h::OrderedCollection…
    66         0 @COCOA\src\COCOA.jl     1344 test_concordance_optimized(model:…
    66         0 …src\Utilities\copy.jl   251 _pass_constraints(dest::MathOptIn…
    66         0 …s\bridge_optimizer.jl   427 pass_nonvariable_constraints(dest…
    66         0 …src\Utilities\copy.jl   229 pass_nonvariable_constraints
    66         0 …src\Utilities\copy.jl   203 pass_nonvariable_constraints_fall…
    66         0 …src\Utilities\copy.jl   192 _copy_constraints(dest::HiGHS.Opt…
    66         0 @Base\array.jl           676 _array_for
    67         2 @Base\set.jl              92 in(x::Tuple{Int64, Int64}, s::Set…
    67         0 @Base\bitarray.jl        682 getindex
    67         0 …compiler\typeinfer.jl   225 finish!(interp::Core.Compiler.Nat…
    67         0 …compiler\typeinfer.jl   639 store_backedges
    68         0 …s\src\dict_support.jl     6 hashindex
    68         0 …HS\src\MOI_wrapper.jl  1090 set(model::HiGHS.Optimizer, ::Mat…
    68        68 …S\src\gen\libhighs.jl  1619 Highs_changeColsCostByRange
    68        68 …s\src\sparsematrix.jl  3495 setindex!(A::SparseArrays.SparseM…
    68         0 …ted\src\remotecall.jl   428 remotecall
    69        62 …s\src\sparsevector.jl   348 sparsevec(I::Vector{Int64}, V::Ve…
    70        70 @Base\essentials.jl       11 length
    70         0 @Base\array.jl           679 _array_for
    70         0 …rc\constraint_tree.jl   352 #144
    70         4 …ees\src\constraint.jl    79 substitute(x::ConstraintTrees.Con…
    71         1 …ebra\src\transpose.jl   130 transposeblock!(f::typeof(adjoint…
    71         0 …rc\analysis\sample.jl    89 sample_chain_achr(sample_c::Matri…
    71         0 …s\src\sparsevector.jl   357 sparsevec(I::Vector{Int64}, V::Ve…
    71         1 …ler\ssair\inlining.jl   984 retrieve_ir_for_inlining(mi::Core…
    71         0 …compiler\utilities.jl   143 retrieve_code_info
    73         0 @COCOA\src\COCOA.jl     1365 test_concordance_optimized(model:…
    73         0 @Base\array.jl           372 similar
    73        61 @Base\dict.jl            115 Dict(::Pair{String, Int64}, ::Var…
    73         5 …\compiler\ssair\ir.jl   579 iterate
    73         1 …ted\src\remotecall.jl   447 remotecall(::Function, ::Int64, :…
    74         0 …HS\src\MOI_wrapper.jl  2085 _store_solution(model::HiGHS.Opti…
    74        74 …S\src\gen\libhighs.jl   945 Highs_getSolution
    74        74 @Base\array.jl           994 setindex!
    74         0 @COCOA\src\COCOA.jl     1579 streaming_correlation_filter(mode…
    74        72 …s\bridge_optimizer.jl  1325 get(b::MathOptInterface.Bridges.L…
    74        10 …aintTrees\src\tree.jl   327 (::ConstraintTrees.var"#go#91"{Co…
    74         1 @COCOA\src\COCOA.jl     2101 concordance_analysis(model::Abstr…
    75         0 …src\Utilities\copy.jl   393 default_copy_to(dest::MathOptInte…
    75         0 …ler\inferencestate.jl   497 Core.Compiler.InferenceState(resu…
    76         1 none                       ? #5
    77         0 @COCOA\src\COCOA.jl     1343 test_concordance_optimized(model:…
    77         1 …ebra\src\transpose.jl   129 transposeblock!(f::typeof(adjoint…
    77         5 …rc\analysis\sample.jl   188 sample_constraint_variables(sampl…
    77        56 …compiler\typeutils.jl    51 argtypes_to_type(argtypes::Vector…
    77         0 …s\src\SharedArrays.jl   390 shared_pids(pids::Vector{Int64})
    78         2 @Base\task.jl            902 yield()
    78         0 @COCOA\src\COCOA.jl     1350 test_concordance_optimized(model:…
    78         0 …s\bridge_optimizer.jl   960 get
    78         0 …s\src\SharedArrays.jl   107 SharedArrays.SharedVector{Int32}(…
    79         0 @Base\asyncmap.jl        142 (::Base.var"#1167#1169"{Channel{A…
    79         0 @Base\asyncmap.jl        133 #1166
    79         0 @Base\channels.jl        358 put!
    79        15 @Base\broadcast.jl       872 materialize
    79         0 …ebra\src\transpose.jl   133 transposeblock!(f::typeof(adjoint…
    80         0 @Base\task.jl           1023 wait()
    80        80 @Base\libuv.jl           125 process_events
    80         0 @COCOA\src\COCOA.jl     1142 update_correlation_tracker!(track…
    80        72 @COCOA\src\COCOA.jl     1033 correlation
    80         0 …ebra\src\transpose.jl   252 copyto_unaliased!
    80         0 …ebra\src\transpose.jl    76 adjoint!
    80         0 …ebra\src\transpose.jl   114 transpose_f!(f::typeof(adjoint), …
    81         0 …ractinterpretation.jl  2166 abstract_call_known(interp::Core.…
    81         0 …se\compiler\tfuncs.jl  2975 return_type_tfunc(interp::Core.Co…
    81         0 …ted\src\remotecall.jl   430 remotecall(::Function, ::Distribu…
    81         0 …c\process_messages.jl    84 schedule_call
    81        78 @Base\weakkeydict.jl      81 lock(f::Function, wkh::WeakKeyDic…
    82         4 …HS\src\MOI_wrapper.jl   901 delete(model::HiGHS.Optimizer, v:…
    82         0 @Base\operators.jl       277 !=
    83        30 …s\src\SharedArrays.jl   132 SharedArrays.SharedMatrix{Bool}(d…
    83         0 …\builders\unsigned.jl   112 sign_split_variables
    83         2 …\builders\unsigned.jl   112 sign_split_variables(constraints:…
    84         0 …HS\src\MOI_wrapper.jl   805 add_variable(model::HiGHS.Optimiz…
    84         0 @COCOA\src\COCOA.jl      866 create_unidirectional_constraints…
    85         7 …s\cachingoptimizer.jl   924 get(model::MathOptInterface.Utili…
    85         0 …rc\analysis\sample.jl    90 sample_chain_achr(sample_c::Matri…
    85        22 @Base\broadcast.jl       919 copy(bc::Base.Broadcast.Broadcast…
    85        26 @Printf\src\Printf.jl    945 format(::Printf.Format{Base.CodeU…
    87         0 @Base\array.jl          1129 (::Core.Compiler.var"#134#135"{Ve…
    89        89 …s\src\ordered_dict.jl     ? rehash!(h::OrderedCollections.Ord…
    89         2 …ted\src\remotecall.jl   447 remotecall(::Function, ::Int64; k…
    90         0 …tor_of_constraints.jl    80 add_constraint(v::MathOptInterfac…
    90         0 …c\MathOptInterface.jl   121 optimize!
    90         0 …s\bridge_optimizer.jl   443 copy_to
    90         2 …aintTrees\src\tree.jl   136 map(f::Function, x::ConstraintTre…
    91         2 …ptimizer_interface.jl  1196 _moi_get_result(::MathOptInterfac…
    91        86 …ted\src\remotecall.jl   703 put!(rv::Distributed.RemoteValue,…
    92        91 …HS\src\MOI_wrapper.jl  3236 (::HiGHS.var"#71#72"{Int32, Ptr{I…
    92         2 …rc\constraint_tree.jl   350 substitute
    95         0 …uct_of_constraints.jl    67 add_constraint(model::MathOptInte…
    95         0 …compiler\typeinfer.jl   913 typeinf_edge(interp::Core.Compile…
    96         0 @Base\array.jl           718 collect
    96         0 @Base\array.jl           734 _collect_indices
    96         2 …compiler\typeinfer.jl   267 finish_nocycle(::Core.Compiler.Na…
    97        20 none                       ? (::COBREXA.var"#22#28"{Int64})(c:…
    97         0 …ractinterpretation.jl   847 abstract_call_method_with_const_a…
    98         0 @Base\abstractarray.jl  1061 copyto!(dest::Matrix{Float64}, sr…
    99         0 …rc\Utilities\model.jl   325 add_constraint(model::MathOptInte…
    99         0 …rc\analysis\sample.jl   176 sample_constraint_variables(sampl…
    99         0 …rc\analysis\screen.jl    25 screen
    99         0 …rc\analysis\screen.jl    25 #screen#37
   101         0 …rc\constraint_tree.jl   168 collect_variables!(x::ConstraintT…
   102         0 …s\cachingoptimizer.jl   586 add_constraint(m::MathOptInterfac…
   102         0 …\universalfallback.jl   851 add_constraint(uf::MathOptInterfa…
   104         0 …rc\analysis\screen.jl    52 kwcall(::@NamedTuple{optimizer::D…
   104         0 @COCOA\src\COCOA.jl     1507 streaming_correlation_filter(mode…
   107         0 …s\src\ordered_dict.jl   157 rehash!(h::OrderedCollections.Ord…
   108         0 …Algebra\src\matmul.jl   253 mul!
   108         0 …Algebra\src\matmul.jl    70 mul!
   108         0 …Algebra\src\matmul.jl    73 _mul!
   108         0 …eArrays\src\linalg.jl    54 generic_matvecmul!
   108         0 …eArrays\src\linalg.jl    59 spdensemul!
   108         0 …\compiler\ssair\ir.jl  2001 compact!
   108         0 …iler\ssair\domtree.jl   242 construct_domtree(blocks::Vector{…
   109         0 @JuMP\src\objective.jl   345 set_objective(model::JuMP.Model, …
   110         0 …HS\src\MOI_wrapper.jl  2200 optimize!(model::HiGHS.Optimizer)
   110         0 …HS\src\MOI_wrapper.jl  2176 _set_variable_primal_start(model:…
   110         0 @Base\reduce.jl         1301 all
   111        98 …es\src\sorted_dict.jl    28 DataStructures.SortedDict{Symbol,…
   113         0 @COCOA\src\COCOA.jl     1598 streaming_correlation_filter(mode…
   113         2 …alysis\variability.jl    62 kwcall(::@NamedTuple{optimizer::D…
   114         0 …\macros\@objective.jl   103 macro expansion
   116       116 …face\src\functions.jl   140 ScalarAffineFunction
   116         3 @Base\asyncmap.jl        181 maptwice(wrapped_f::Function, chn…
   117         0 @Base\array.jl           329 fill!
   117         0 @Base\broadcast.jl       712 broadcastable
   118         0 @Base\array.jl           827 collect_to_with_first!
   118         0 …intTrees\src\value.jl    72 preduce(op::typeof(+), xs::Base.G…
   121         0 @Base\broadcast.jl      1323 broadcasted
   121         0 …ler\ssair\inlining.jl   980 analyze_method!(match::Core.Metho…
   121         0 …ractinterpretation.jl   202 abstract_call_gf_by_type(interp::…
   125         0 …ler\ssair\inlining.jl  1439 handle_match!(cases::Vector{Core.…
   125         0 …ler\ssair\inlining.jl   947 analyze_method!
   126         0 …ler\ssair\inlining.jl  1327 handle_any_const_result!(cases::V…
   126         0 …ler\ssair\inlining.jl  1428 handle_match!
   127        15 …rc\constraint_tree.jl   198 prune_variables(x::ConstraintTree…
   127       125 …ractinterpretation.jl   959 concrete_eval_call(interp::Core.C…
   128         0 @Base\array.jl          2880 filter(f::MathOptInterface.Utilit…
   128        24 @Base\array.jl          1497 sizehint!
   129         2 …ler\ssair\inlining.jl   904 resolve_todo(mi::Core.MethodInsta…
   129         0 …ractinterpretation.jl   829 abstract_call_method_with_const_a…
   129         0 …\src\ProgressMeter.jl   282 _updateProgress!(p::ProgressMeter…
   130         0 …c\process_messages.jl    88 (::Distributed.var"#100#102"{Dist…
   130        22 …c\process_messages.jl    79 run_work_thunk(rv::Distributed.Re…
   132         0 …s\src\ordered_dict.jl   142 rehash!(h::OrderedCollections.Ord…
   132         0 …s\src\ordered_dict.jl   153 rehash!(h::OrderedCollections.Ord…
   132        32 …s\src\sparsematrix.jl  3498 setindex!(A::SparseArrays.SparseM…
   134         0 …lities\CleverDicts.jl   258 iterate
   135         0 …s\bridge_optimizer.jl  1248 set(b::MathOptInterface.Bridges.L…
   136         0 …intTrees\src\value.jl    65 preduce(op::typeof(+), xs::Base.G…
   136        25 …alysis\variability.jl    72 constraints_variability(constrain…
   137         0 …\compiler\optimize.jl  1219 slot2reg
   139         0 @COCOA\src\COCOA.jl     2115 concordance_analysis(model::Abstr…
   139         0 @COCOA\src\COCOA.jl     1628 streaming_correlation_filter(mode…
   140         0 @Base\abstractarray.jl   867 similar
   140         0 @Base\abstractarray.jl   868 similar
   140         0 …\compiler\ssair\ir.jl   218 Core.Compiler.InstructionStream(l…
   142         0 …mpiler\methodtable.jl   109 findall(sig::Type, table::Core.Co…
   144         0 @JuMP\src\objective.jl   268 set_objective_function(model::JuM…
   144         0 …alysis\variability.jl    33 constraints_variability(constrain…
   145         0 @JuMP\src\macros.jl      264 macro expansion
   145        26 …metics\src\rewrite.jl   371 macro expansion
   145         0 …ler\ssair\inlining.jl   700 batch_inline!(ir::Core.Compiler.I…
   146         0 …s\src\sparsematrix.jl  3438 setindex!(A::SparseArrays.SparseM…
   146         0 …ler\ssair\inlining.jl   871 resolve_todo
   148       141 …HS\src\MOI_wrapper.jl  3237 (::HiGHS.var"#71#72"{Int32, Ptr{I…
   149         0 @Base\boot.jl            601 Array
   149         0 …Algebra\src\matmul.jl    60 *
   150         0 …s\cachingoptimizer.jl   789 set(m::MathOptInterface.Utilities…
   152         0 @COCOA\src\COCOA.jl     1838 process_concordance_batch(constra…
   152         0 …rc\analysis\screen.jl    52 screen_optimization_model
   152       152 @Base\reflection.jl      741 objectid
   153         0 @Base\iterators.jl      1253 iterate
   155         0 …HS\src\MOI_wrapper.jl  2105 _store_solution(model::HiGHS.Opti…
   155       155 …S\src\gen\libhighs.jl  1021 Highs_getPrimalRay
   156         0 @COCOA\src\COCOA.jl     1584 streaming_correlation_filter(mode…
   156         0 @Base\array.jl           929 getindex
   158         3 …s\src\ordered_dict.jl   334 setindex!
   158         0 …rc\analysis\sample.jl   153 (::COBREXA.var"#tick#26"{Vector{C…
   158         0 …EXA\src\misc\trees.jl    49 tree_reinflate(x::ConstraintTrees…
   159       159 @Base\reflection.jl     1332 _uncompressed_ir
   161       158 @Base\abstractarray.jl   699 checkbounds
   162         0 …\compiler\ssair\ir.jl   692 Core.Compiler.IncrementalCompact(…
   163         0 @JuMP\src\objective.jl   280 set_objective_function(model::JuM…
   163         0 …ler\ssair\inlining.jl  1391 compute_inlining_cases(info::Core…
   164         0 @COCOA\src\COCOA.jl     1022 update!
   166         0 …compiler\typeinfer.jl   363 Core.CodeInstance(interp::Core.Co…
   166         0 …compiler\typeinfer.jl   408 transform_result_for_cache
   166       166 …compiler\typeinfer.jl   394 maybe_compress_codeinfo(interp::C…
   168        11 …ptimizer_interface.jl  1270 set(m::JuMP.Model, attr::MathOptI…
   169         0 …ler\ssair\inlining.jl  1315 handle_any_const_result!
   170         0 @COCOA\src\COCOA.jl     1028 update!
   170         0 …HS\src\MOI_wrapper.jl  2489 get
   170         0 …compiler\typeinfer.jl   435 cache_result!(interp::Core.Compil…
   171         2 …se\logging\logging.jl   376 macro expansion
   171       166 …s\cachingoptimizer.jl   956 get(model::MathOptInterface.Utili…
   172         0 @Base\hashing.jl          45 hash_64_64
   172         0 @Base\dict.jl            130 hashindex
   172         0 @Base\dict.jl            122 _shorthash7
   173         0 @COCOA\src\COCOA.jl     1615 streaming_correlation_filter(mode…
   173         2 …compiler\typeinfer.jl   269 finish_nocycle(::Core.Compiler.Na…
   174         0 …mpiler\methodtable.jl    95 _findall
   174       173 @Base\reflection.jl     1182 _methods_by_ftype(t::Any, mt::Not…
   175         0 @Base\array.jl          1268 push!
   175         0 …mpiler\methodtable.jl    68 findall
   175         0 …mpiler\methodtable.jl    68 #findall#309
   176         0 …\src\ProgressMeter.jl   499 update!
   176         0 …\src\ProgressMeter.jl   500 #update!#20
   176         0 …\src\ProgressMeter.jl   470 lock_if_threading
   176         0 …\src\ProgressMeter.jl   503 #21
   176         0 …\src\ProgressMeter.jl   211 updateProgress!
   176         0 …\src\ProgressMeter.jl   213 #updateProgress!#9
   176         0 …\src\ProgressMeter.jl   217 _updateProgress!
   178         2 …\compiler\ssair\ir.jl  1809 iterate_compact(compact::Core.Com…
   179        23 @Base\essentials.jl     1057 invokelatest(::Any, ::Any, ::Vara…
   179        40 @Base\array.jl           821 _collect(c::Vector{Any}, itr::Bas…
   180       174 @Base\dict.jl            241 ht_keyindex(h::Dict{Tuple{Symbol,…
   182        21 …rc\analysis\sample.jl   164 (::COBREXA.var"#21#27")(c::Constr…
   183         0 @Base\array.jl           589 zeros
   186         0 @Base\hashing.jl          48 hash_64_64
   186         0 @Base\hashing.jl          49 hash_64_64
   187         0 @Base\hashing.jl          46 hash_64_64
   187         0 …s\bridge_optimizer.jl  1323 get(b::MathOptInterface.Bridges.L…
   190         3 …\macros\@objective.jl   107 macro expansion
   194       194 @Base\dict.jl              ? ht_keyindex(h::Dict{Tuple{Symbol,…
   197         1 …lities\CleverDicts.jl   318 map_values!(f::MathOptInterface.U…
   199       147 @Base\range.jl           908 iterate
   201         0 …ractinterpretation.jl   312 find_matching_methods(𝕃::Core.Com…
   206         0 …s\src\ordered_dict.jl   312 _setindex!(h::OrderedCollections.…
   206         0 …rc\analysis\sample.jl   163 sample_constraint_variables(sampl…
   210       210 @Base\int.jl             373 xor
   211       211 @COCOA\src\COCOA.jl        ? streaming_correlation_filter(mode…
   211         0 …mpiler\methodtable.jl   100 findall
   212         0 …aintTrees\src\tree.jl   225 (::ConstraintTrees.var"#go#71"{CO…
   212         0 @Base\hashing.jl          44 hash_64_64
   214         0 @Base\array.jl           585 zeros
   214        37 …alysis\variability.jl    39 constraints_variability(constrain…
   215       215 @Base\Base.jl             53 setproperty!
   216         0 …ler\ssair\inlining.jl    81 ssa_inlining_pass!
   217         0 @COCOA\src\COCOA.jl     1336 test_concordance_optimized(model:…
   220         0 @Base\asyncmap.jl        155 maptwice(wrapped_f::Function, chn…
   222         0 …s\src\ordered_dict.jl   152 rehash!(h::OrderedCollections.Ord…
